,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
4063,EuAZ-e6dauZkZ5Dg_slhWA,Courier Coffee Roasters,923 SW Oak St,Portland,OR,97205,45.5227762896,-122.6805683487,4.5,308,"Food, Coffee & Tea, Coffee Roasteries"
2947,EsWmeoKHsBRYIzyHwFTy-w,Blue Pig Cafe,2028 SE Hawthorne Blvd,Portland,OR,97206,45.5121473,-122.6453971,3.0,153,"Restaurants, Cafes, American (Traditional), Breakfast & Brunch"
10853,Eqr6fu7GXM-N9Bn_jqWEOQ,Intentional Espresso Company,,Portland,OR,97202,45.4961109733,-122.6448185942,5.0,5,"Coffee & Tea, Event Planning & Services, Caterers, Coffee Roasteries, Food"
6286,EoTuWx8tDZjHicwd82EnLg,The Arbor Lodge,1507 N Rosa Parks Way,Portland,OR,97217,45.570062,-122.6824891,4.5,111,"Food, Coffee & Tea"
5641,EfkYxosGakGk2VNMfzpQWw,McDonald's,3110 N Going St,Portland,OR,97217,45.5556280026,-122.6987443864,1.0,25,"Fast Food, Burgers, Coffee & Tea, Food, Restaurants"
8538,EfH43QEuIVDZN3Dlsk2Qhw,Dragonfly Coffee House,2387 NW Thurman St,Portland,OR,97210,45.535609,-122.7006743,4.5,248,"Food, Coffee & Tea"
2918,EanKs1zmgE_pIyLggRMzhA,Renard,2039 SE Clinton St,Portland,OR,97202,45.5035857,-122.6448139,4.5,27,"French, Bars, Cafes, Restaurants, Nightlife"
8728,EZXNXGaeGrcu6zXhIPiw6g,Starbucks,1440 S.W. Park Avenue,Portland,OR,97201,45.5143558468,-122.683256,3.5,15,"Food, Coffee & Tea"
10928,EWnZc3_a3eTdA3Iu1JKuJA,Phoenix Coffee,3551 SE Division St,Portland,OR,97202,45.5048919,-122.6274106,4.5,10,"Coffee Roasteries, Coffee & Tea, Bagels, Kombucha, Internet Cafes, Food"
3105,EK-y2zAkJIn8eFPNf24-yw,Cozmic Coffee,5420 SE 82nd Ave,Portland,OR,97266,45.4831154,-122.577341,4.5,15,"Food, Coffee & Tea"
8281,EFij5C8prCbVvjO4nhZOLQ,Airplay Cafe,701 E Burnside St,Portland,OR,97214,45.52327,-122.658494,3.0,8,"Nightlife, Coffee & Tea, Music Venues, Food, Arts & Entertainment"
2991,E4ejoHJHIOvVhkca3kWRuQ,McDonald's,2875 SE Powell Blvd,Portland,OR,97202,45.4977464697,-122.6360719,2.0,77,"Food, Fast Food, Restaurants, Coffee & Tea, Burgers"
8795,E43r2bcm5rVdAASHymh6Nw,Nook Cafe,1524 NW 23rd,Portland,OR,97210,45.5337897,-122.6985245,4.5,15,"Food, American (New), Nightlife, Restaurants, Coffee & Tea, Bars, Lounges, Beer, Wine & Spirits"
6093,E3bYjerQ9sdI1v3dkzUGnw,Caffe Vita,36 SW 3rd Ave,Portland,OR,97204,45.5224998,-122.6733275,3.5,36,"Food, Donuts, Coffee & Tea"
3902,E1yKt_hdz-bQHpsyKy17Jw,Kind Coffee,4255 SE Belmont St,Portland,OR,97215,45.516674,-122.618472,5.0,87,"Coffee & Tea, Restaurants, Food, Food Stands"
2990,Dz3GF5EvC3kzM-Jf_nLCDw,McDonald's,12109 NE Glisan St,Portland,OR,97220,45.526686131,-122.5382611156,1.5,37,"Coffee & Tea, Restaurants, Fast Food, Burgers, Food"
10239,DuYgeezpFq-7ze8Iyf3Rkg,McDonald's,8011 NE Martin Luther King Jr Blvd,Portland,OR,97211,45.5816960581,-122.6620768252,2.0,34,"Restaurants, Fast Food, Food, Coffee & Tea, Burgers"
10532,Ds_jjYkjxQnPYSPPnFUtJg,River Parkway Bistro,3580 SW River Pkwy,Portland,OR,97239,45.4972076418,-122.6695203781,3.5,76,"Food, Pizza, Restaurants, Gluten-Free, Coffee & Tea, Sandwiches, Bagels"
2202,Dp02QQnvsRqljTaq3OkC5w,Emerald Line,1800 NW 16th Ave,Portland,OR,97209,45.535929,-122.687338,4.5,17,"Salad, Nightlife, Cocktail Bars, Breakfast & Brunch, Bars, Cafes, Wine Bars, American (Traditional), Lounges, Restaurants"
8826,DoBPLL03iUhZtRGkFN5uaw,Starbucks,603 SW Jackson,Portland,OR,97201,45.509228,-122.684158,4.0,30,"Food, Coffee & Tea"
8355,DhXkCKIPufMZFj6B-ozvZg,Five Points Coffee Roasters,3551 SE Division St,Portland,OR,97202,45.5048919,-122.6274106,4.0,92,"Food, Coffee & Tea, Coffee Roasteries"
5573,DgcOSYlRxN1z16vBEAdaeQ,7-Eleven,900 SW 4th Ave,Portland,OR,97204,45.5170032665,-122.6771619916,2.5,25,"Convenience Stores, Food, Tobacco Shops, Coffee & Tea, Shopping"
1914,DfwPVQijs8EDKEG9cinrDA,The Energy Bar,1431 SW Park Ave,Portland,OR,97201,45.5147449,-122.6841828,4.0,91,"Cafes, Coffee & Tea, Juice Bars & Smoothies, Sandwiches, Desserts, Delis, Breakfast & Brunch, Food, Restaurants, Chinese, Vegetarian"
5692,Dbvtf7N01q4vUxNeQn-Siw,Coco Donuts,33 N Skidmore St,Portland,OR,97217,45.5547377664,-122.6670331202,4.0,58,"Food, Coffee & Tea, Donuts"
2345,DUOROZiBcemYv0hcGXDANw,The Coffee Drop,7900 SW Barbur Blvd,Portland,OR,97219,45.4677349,-122.6937892,4.5,20,"Gluten-Free, American (Traditional), Restaurants, Specialty Food, Coffee & Tea, Food, Cafes"
7250,DS9aadPsRq-Sw12g4RHF7A,Seattle's Best Coffee,1200 SE 82nd Ave,Portland,OR,97086,45.436048416,-122.573491931,2.5,6,"Coffee & Tea, Cafes, Restaurants, Food"
1540,DOmaxLcwoKfNLNGkCciOHQ,Nana's Guilty Pleasures,6108 SE Milwaukie Ave,Portland,OR,97202,45.4784804,-122.648997,5.0,60,"Comfort Food, Cafes, Breakfast & Brunch, Restaurants, Food, American (Traditional), Sandwiches, Coffee & Tea, Food Stands, Salad, Food Trucks"
9164,DORA384bThtfT8aZqgc42w,Caffè Viale,1001 SW 5th Ave,Portland,OR,97204,45.5166486,-122.679375,4.0,34,"Coffee & Tea, Food"
7916,DGA6-mSgAShcTB7DCHeBVQ,Spunky Monkey Coffee Roasters,The Portland Farmers Market,Portland,OR,97209,45.467745,-122.693791,4.5,6,"Coffee & Tea, Food"
4797,DCYbFwuvdK0Rm8D8huZWlA,BloodBuzz,4233 N Mississippi Ave,Portland,OR,97217,45.55433,-122.6758145,3.5,33,"Food, Beverage Store, Beer Bar, Restaurants, Coffee & Tea, Breakfast & Brunch, Bars, Nightlife, Food Trucks, Cocktail Bars"
1129,DA6xYi5O2W9na51raLQOyA,Commissary,"915 NW 19th Ave, Ste A",Portland,OR,97209,45.5295012,-122.6907936,4.5,176,"Coffee & Tea, Food, Restaurants, Cafes"
8716,D8FjeL_YwMtyvbKOE9Ysjg,C Burger,28 NW 4th Ave,Portland,OR,97209,45.5236673,-122.674389,4.0,24,"Restaurants, Burgers, Food, Coffee & Tea"
8404,D84tlwtnnTT-1O_AxyfRaQ,Blue Star Donuts,"672 S Gaines St, Ste 2",Portland,OR,97239,45.4962719,-122.6711247,4.0,112,"Food, Restaurants, Breakfast & Brunch, Donuts, Bakeries, Coffee & Tea"
8073,D4G3Qp3twIENOt8sXkEs-A,IKEA Restaurant,10280 NE Cascades Pkwy,Portland,OR,97220,45.5714866514,-122.5538453791,3.5,96,"Scandinavian, Coffee & Tea, Food, Restaurants, American (Traditional)"
6609,D3ND25B6h3xOJVuohZxMtg,Cool Moon Ice Cream,1105 NW Johnson St,Portland,OR,97209,45.5287951382,-122.6825249787,4.5,463,"Ice Cream & Frozen Yogurt, Food, Coffee & Tea, Desserts"
1575,D2KANvWWWtHN519O3Jn-nw,Cypress Room at the Kennedy School,5736 NE 33rd Ave,Portland,OR,97211,45.564490419,-122.6300054044,4.0,6,"Bars, Nightlife, American (New), Cafes, Restaurants"
3338,CyIi6Sry9WRUn1EqcD92-Q,Green Line Cafe,"9226 SE Division St, Ste a2",Portland,OR,97216,45.5043505465,-122.5678324699,1.5,5,"Coffee & Tea, Food, Restaurants, Japanese, Donuts"
3605,CvB_uHuU7v4MMDSxj9NQ2Q,The Solo Club,2110 NW Raleigh St,Portland,OR,97210,45.5339381,-122.6952481,4.0,91,"Restaurants, Cocktail Bars, Desserts, Bars, Venues & Event Spaces, Event Planning & Services, Tapas/Small Plates, Asian Fusion, Food, Coffee & Tea, Nightlife"
2697,CqtJ2kQFZVatcpN-imPDKw,LivingWell Bistro,10000 SE Main St,Portland,OR,97216,45.5129873,-122.5586024,4.5,28,"Vegan, Restaurants, Cafes"
9678,CnfNYcBfHkyyZlCOtAX-Gg,Guapo Comics and Coffee,6350 SE Foster Rd,Portland,OR,97206,45.4890935,-122.5959902,4.5,36,"Food, Coffee & Tea, Shopping, Restaurants, Comic Books, Books, Mags, Music & Video"
9837,CnZAfqUXoCjNlHx8QbPtiw,GF Chef,5221 NE Sandy Blvd,Portland,OR,97232,45.5405406778,-122.6092356952,4.0,63,"Restaurants, Food, Food Stands, Gluten-Free, Street Vendors, Coffee & Tea, Specialty Food"
482,Cke5kfsuumYfq2WtMd4IsQ,Cafe Pacifica,"850 SW Broadway, inside lobby",Portland,OR,97205,45.5181425,-122.680018,4.0,5,"Pan Asian, Japanese, Cafes, Restaurants, Delis"
1716,CgUNA8d834YxUjmyOWT86g,Duke's Landing,2715 SE Belmont St,Portland,OR,97214,45.5165706,-122.6377302,2.0,7,"Restaurants, Internet Cafes, American (Traditional), Food"
9649,CfP5ENOtkYZH4z-hzUEq6Q,Piroshki & A Pickle Coffeehouse,4237 SW Corbett Ave,Portland,OR,97239,45.519624,-122.683042,4.5,19,"Bakeries, Restaurants, Food, Coffee & Tea, Russian"
10513,CcLhGfmmbFgwlb_HdN2NOg,McDonald's,1525 NE 103rd Ave,Portland,OR,97220,45.5338178492,-122.5570571257,2.0,16,"Food, Restaurants, Fast Food, Coffee & Tea, Burgers"
10192,CW8rHtbhxizbWdQjjuzFIQ,Case Study Coffee,5347 NE Sandy Blvd,Portland,OR,97213,45.5409379,-122.6082859,4.0,176,"Food, Restaurants, Coffee & Tea"
4188,CMEA81tvpUeudyCnQWsOpQ,Lyrik,2035 SE Cesar E Chavez Blvd,Portland,OR,97214,45.5082306,-122.6228205,4.0,27,"Cafes, Desserts, Coffee & Tea, Internet Cafes, Sandwiches, Arts & Entertainment, Food, Restaurants, Bagels, Tapas Bars"
2130,CLhVA44QFispQBz67aVt-Q,Sound Grounds,3701 SE Belmont St,Portland,OR,97214,45.5166087,-122.6256966,3.5,65,"Food, Sandwiches, Coffee & Tea, Internet Cafes, Restaurants"
866,CFG0StBnZmyf-V4WzSa_2g,Cerulean Winery,1439 NW Marshall St,Portland,OR,97209,45.5308285,-122.6861118,4.0,55,"Event Planning & Services, American (Traditional), Food, Nightlife, Restaurants, Bars, Modern European, Arts & Entertainment, Italian, Tapas/Small Plates, Cocktail Bars, Cafes, Venues & Event Spaces, Wineries, American (New), Wine Tasting Room, Wine Bars"
5445,C9WJNUEvqx9TQR4zrlLfqw,My Zen Tea,1536 NW 23rd Ave,Portland,OR,97210,45.5339286,-122.698509,5.0,7,"Bubble Tea, Food, Tea Rooms, Coffee & Tea"
7897,C4h0X4PkVLo-7mihFkPsog,Blue Gardenia,3747 N Mississippi Ave,Portland,OR,97253,45.5499764,-122.6755478,4.0,23,"Bakeries, Desserts, Restaurants, Coffee & Tea, Food"
9023,Bza7mT0KSX-2HEG3DZcFlQ,Starbucks,6326 SW Capitol Hwy,Portland,OR,97239,45.478141,-122.694846,2.5,12,"Food, Restaurants, Coffee & Tea"
1902,BvpABPKyg0w54Xnrt_Ifrg,Keeper Coffee,4515 SE 41st,Portland,OR,97202,45.489991,-122.619976,5.0,13,"Food, Restaurants, Coffee & Tea, Bakeries, Cafes"
3584,BpzfxAG533sc8eRuPDv62Q,Nana's Corner Coffee and Grub,1331 N Killingsworth St,Portland,OR,97217,45.562797,-122.680824,3.5,22,"Food, American (Traditional), Food Court, Breakfast & Brunch, Food Stands, Coffee & Tea, Restaurants"
3144,BlWrgrq8nRVvdQKO5_lzFQ,Banana Cafe,6543 SE Milwaukie Ave,Portland,OR,97222,45.4754257202,-122.6493301392,4.0,20,"Sandwiches, Restaurants, Vietnamese, Coffee & Tea, Food, Bubble Tea"
6870,Bd6PZra5gVsCZ0wvwLypYA,Kung Fu Tea,"700 SW 5th Ave, Ste 1175",Portland,OR,97204,45.5184023,-122.6772628,4.0,64,"Juice Bars & Smoothies, Bubble Tea, Food, Coffee & Tea"
2959,B_iWd3BKlUEqIz-bRKyMBA,Thrive Sauce & Bowls,4641 NE Fremont St,Portland,OR,97213,45.5483256307,-122.6151282465,4.0,99,"Gluten-Free, Event Planning & Services, Street Vendors, Vegetarian, Caterers, Food, Cafes, Restaurants, Farmers Market, Food Trucks, American (New)"
8784,BZ-GSR3fwTAvNXsVqCRJBw,Cartola,2723 N 7th Ave,Portland,OR,97212,45.5425172,-122.6587469,4.5,21,"Food, Coffee & Tea"
9792,BYKjzEUv6RksSVm5yqGPDA,Premium Matcha Cafe Maiko,3416 SE Cesar Estrada Chavez Blvd,Portland,OR,97202,45.4982633,-122.6222152,4.5,128,"Coffee & Tea, Desserts, Food, Tea Rooms, Shaved Ice, Ice Cream & Frozen Yogurt"
1379,BX6qjVwVDgYYGvnXqPkKFQ,Heim Bakery & Cafe,7137 NE Fremont St,Portland,OR,97213,45.5482991,-122.5893738,4.0,40,"Bakeries, Food, Cafes, Restaurants"
10106,BLXjHt7qF5NxtvoxezATbQ,Second Son Kimbap,4926 SE Division St,Portland,OR,97206,45.5045586124,-122.6114998327,4.5,30,"Food Trucks, Coffee & Tea, Korean, Restaurants, Food"
4059,BJNK-32-5BEU3XCmYAvUYA,Essential Elements Holistic Healing Center,7704 SE 13th Ave,Portland,OR,97020,45.4692094,-122.6526783,4.5,16,"Acupuncture, Traditional Chinese Medicine, Shopping, Local Flavor, Health Markets, Specialty Food, Coffee & Tea, Tea Rooms, Food, Health & Medical, Shopping Centers"
8569,BFnJFRX2SnYOIfdkNsWDSA,Lightbar,"1401 SE Morrison St, Ste 117",Portland,OR,97214,45.5176101396,-122.6509652895,3.5,64,"Nightlife, Restaurants, Cocktail Bars, Food, Bars, Coffee & Tea, American (New)"
4365,BD7-tg97aWuLXB_5RWwHfw,Blue Star Donuts,921 NW 23rd Ave,Portland,OR,97210,45.5295223,-122.6988564,4.0,376,"Coffee & Tea, Bakeries, Donuts, Restaurants, Food, Breakfast & Brunch"
4108,BB5VehyrmAGZFPjFYiuJxw,Roseway Play Café,7135 NE Fremont St,Portland,OR,97213,45.5483671,-122.5893647,4.0,48,"Kids Activities, Active Life, Coffee & Tea, Food, Cafes, Vegetarian, Restaurants"
2547,BACOUDAGv3bIIP-ix9sM6Q,Tulip Pastry Shop,8322 N Lombard St,Portland,OR,97203,45.589268,-122.752625,4.5,81,"Restaurants, Custom Cakes, Food, Cafes, Donuts, Bakeries"
5314,B8OH2vD10PVy1veQW7eDUA,Silva Cafe,3530 SW Multnomah Blvd,Portland,OR,97219,45.4670386836,-122.7130108037,4.5,56,"Food, Bakeries, Food Trucks, Organic Stores, Coffee & Tea"
5810,B3pj7ErDF4ZcvG0EWKlJdw,Toast La Tea,"1037 NW 23rd Ave, Ste 100",Portland,OR,97210,45.5303703,-122.6988335,3.5,54,"Coffee & Tea, Bars, Asian Fusion, Bubble Tea, Food, Vietnamese, Nightlife, Cocktail Bars, Juice Bars & Smoothies, Restaurants, Desserts"
5523,B1NwDA7h_4z03MPuacn8QQ,7-Eleven,1930 SE Hawthorne Blvd,Portland,OR,97214,45.5119859383,-122.6457412541,3.0,10,"Food, Shopping, Convenience Stores, Coffee & Tea"
7200,B-h-aa8t5uZ0ML1DnudpYA,Green Bridge Coffee,"650 NE Holladay, Ste 110",Portland,OR,97232,45.529671,-122.659161,5.0,28,"Coffee & Tea, Food"
521,Ay8C_5K6yvPA9Xem4hlZTg,Jezebel's Last Standing Merrygoround Cafe,4502 NE 42nd Ave,Portland,OR,97218,45.5556854,-122.6202495,5.0,12,"Cafes, Restaurants"
613,Atq8hRQ-iGnrUpQ-_C8Cdw,TriSports,7295 SW Dartmouth St,Portland,OR,97223,45.4350549,-122.7516317,4.5,49,"Sporting Goods, Restaurants, Sports Wear, Automotive, Cafes, Bike Repair/Maintenance, Local Services, Parking, Fashion, Bikes, Shopping, Mountain Biking, Active Life"
219,As9MxRxkjIv26yFci8_rVg,Kelli's Cafe,14717 SE Division St,Portland,OR,97236,45.5045587,-122.5115397,3.0,10,"Cafes, Restaurants"
7357,Aqjl99p34FUvFNF9RB37qA,Starbucks,12518 NE Airport Way,Portland,OR,97230,45.564722,-122.533702,2.5,7,"Food, Coffee & Tea"
1752,Ao6bXtB0DYtRzzP-LQUNVg,West Coast Drinkery,4704 SW Scholls Ferry Rd,Portland,OR,97225,45.4854243,-122.7494424,4.0,124,"Restaurants, Wine Bars, Desserts, Sandwiches, Bars, Cafes, Pizza, Nightlife, Beer Bar, Pubs, Beer, Wine & Spirits, Sports Bars, Food"
8639,Aihf3kw5ZDNXF0leNzdCQQ,Coffee Lovers,4144 SE 60th Ave,Portland,OR,97206,45.4925842,-122.6015781,4.0,8,"Bars, Food, Coffee & Tea, Arts & Entertainment, Nightlife, Music Venues"
5717,AiFLJiUUY0Vu_4h-iYEXqA,Fourth Estate Coffeehouse,7373 N Burlington Ave,Portland,OR,97203,45.5904767,-122.7547883,4.5,83,"Food, Cafes, Breakfast & Brunch, Restaurants, Coffee & Tea"
3560,AgJ-SoR2nfmKNVncSPaFqA,Dapper & Wise,3158 SE Division St,Portland,OR,97202,45.5046719,-122.6328196,4.5,115,"Coffee Roasteries, Coffee & Tea, Food"
10692,AfGcDkt6nGAmxjUnLXvdjA,Haven Coffee,3551 SE Division St,Portland,OR,97202,45.5049806,-122.6274224,4.0,15,"Restaurants, Coffee & Tea, Food"
9370,AbOXXHRsGCZL0lLwBvd1kw,Portland Bagelworks,500 NW 23rd Ave,Portland,OR,97210,45.5263175964,-122.6983795166,3.0,98,"Bagels, Coffee & Tea, Food"
6025,AT_UOpK79dd7zMZqaN4HBw,John's Cafe,301 NW Broadway,Portland,OR,97209,45.5252928,-122.6776958,4.0,77,"Breakfast & Brunch, Coffee & Tea, Restaurants, Food"
4731,ANVWITToOMlU_dq1XyVjYw,Lovecup,"8235 SE 13th Ave, Ste 2",Portland,OR,97202,45.4630747,-122.6531363,4.5,37,"Desserts, Sandwiches, Bakeries, Coffee & Tea, Restaurants, Scandinavian, Food, Ice Cream & Frozen Yogurt"
7783,AMCazFoXldQUKn6mnaycNA,Sweet Cream Cafe,6014 NE Glisan St,Portland,OR,97213,45.5263017,-122.6018647,4.0,88,"Coffee & Tea, Food, Restaurants, Vegetarian, Middle Eastern, Breakfast & Brunch, Sandwiches"
7443,AL3wuMbgJSKcpagQDKNocA,McDonald's,3330 NE 82nd Ave,Portland,OR,97220,45.5469644747,-122.5784178078,2.0,20,"Coffee & Tea, Fast Food, Food, Restaurants, Burgers"
7263,AKLCZ7L3M8yUTlUviFlC9A,Elevated Coffee,5261 NE Martin Luther King Jr Blvd,Portland,OR,97211,45.5613969,-122.661656,4.0,59,"Food, Music Venues, Bakeries, Arts & Entertainment, Soup, Breakfast & Brunch, Belgian, Nightlife, Restaurants, Juice Bars & Smoothies, Coffee & Tea"
7636,A7cxI22W0oi72C8EuYRsHA,Sweetness Bakery & Cafe,3524 SE 52nd Ave,Portland,OR,97206,45.4971426,-122.6088947,4.0,111,"Restaurants, Bakeries, Food, Breakfast & Brunch, Coffee & Tea"
8721,A08W89osNpc8clhivsldbA,Best Friend Juice Bar & Cafe,2832 SE Gladstone,Portland,OR,97202,45.4931308,-122.6369341,4.5,24,"Food, Coffee & Tea, Juice Bars & Smoothies"
5642,9tA5gEtjTGCkQ-3huqWwGQ,Portland Roasting Coffee,"7000 NE Airport Way, Terminal C",Portland,OR,97218,45.5892013,-122.5934769,2.5,11,"Food, Coffee & Tea"
8380,9rbOl979fEg_rH_Sb_p8Tw,Tea Bar,1615 NE Killingsworth St,Portland,OR,97211,45.5628501,-122.6487067,4.0,318,"Nightlife, Food, Bars, Bubble Tea, Coffee & Tea, Lounges, Tea Rooms"
3014,9pMr0WgcKdDf6DxyNIIsaQ,Boyds Coffee,404 NW 11th Ave,Portland,OR,97209,45.5260759,-122.6819204,3.5,14,"Coffee & Tea, Restaurants, Food"
9409,9n4a5wtjM6RBT7ZLlMHcwg,Bella Espresso,3580 SW River Parkway,Portland,OR,97239,45.4968757,-122.6697055,4.0,7,"Coffee & Tea, Food"
8814,9mSy645-KCpjdR2Mpl6wIQ,Coffee Beer,4142 SE 42nd Ave,Portland,OR,97206,45.4928897,-122.6187344,4.5,51,"Beer Bar, Food, Bars, Nightlife, Beer, Wine & Spirits, Coffee & Tea"
9930,9buuRERJSH0cldsBz2lK_A,Starbucks,720 SW Broadway,Portland,OR,97205,45.51909,-122.679479,3.0,85,"Coffee & Tea, Restaurants, Food"
5401,9_TzJZo3H9ftO2j3syDB6g,Marino Adriatic Cafe,4129 SE Division St,Portland,OR,97255,45.5049318,-122.6198058,4.5,100,"Arts & Entertainment, Music Venues, Restaurants, Nightlife, Sandwiches, Coffee & Tea, Food"
9827,9TFRdBf5v7xNHThDp9pPYQ,The Side Door,425 SE Washington St,Portland,OR,97253,45.5188124,-122.6611729,4.0,124,"Food, Nightlife, Sandwiches, American (New), Coffee & Tea, Salad, Breakfast & Brunch, Bars, Wine Bars, Restaurants"
8497,9SxDVXytnCMkWPP-w_ZvWQ,Jim and Patty's Coffee,2246 NW Lovejoy St,Portland,OR,97210,45.5296996,-122.697844,4.0,84,"Restaurants, Breakfast & Brunch, Bakeries, Food, Coffee & Tea"
3469,9SgqGk0FL8Nsks_D00TwHg,Red and Black Cafe,400 SE 12th Ave,Portland,OR,97214,45.519954,-122.653443,3.0,146,"Bagels, Venues & Event Spaces, Food, Restaurants, Vegan, Coffee & Tea, Beer, Wine & Spirits, Event Planning & Services"
6449,9PiaYUyregyaFGuZqCkEjA,Elevator Cafe and Commons,"1033 SE Main, Ste 7",Portland,OR,97214,45.513869,-122.6549977,4.5,51,"Coffee & Tea, Sandwiches, American (New), Restaurants, Food, Salad"
10412,9LMm8e4wnLHrbedjRXaoDg,Tea Bar,855 SW Yamhill St,Portland,OR,97205,45.51912,-122.681316,3.5,78,"Ice Cream & Frozen Yogurt, Food, Bubble Tea, Coffee & Tea"
3452,9JqVmVtv3MUj1GGbqFOGXA,Rimsky-Korsakoffee House,707 SE 12th Ave,Portland,OR,97214,45.517778,-122.6540182,3.5,467,"Arts & Entertainment, Desserts, Coffee & Tea, Restaurants, Nightlife, Food, Music Venues"
10149,9HnH1fKBoU3HAVYiS-BPMw,Breadwinner Cafe,2323 N Williams Ave,Portland,OR,97227,45.5398041,-122.6670481,4.5,14,"Food, Breakfast & Brunch, Sandwiches, Coffee & Tea, Cafes, Restaurants"
6309,9CS4JiJYPkunm-k95eXyvw,Primo Espresso,15981 SW Hall Blvd,Portland,OR,97224,45.4045566,-122.7645637,4.5,56,"Restaurants, Coffee & Tea, Food"
7810,9AquXy7AdfGYNavdTQ2P6g,Mio Gelato,838 NW 23rd Ave,Portland,OR,97210,45.5289084,-122.6984742,4.0,35,"Food, Italian, Ice Cream & Frozen Yogurt, Coffee & Tea, Restaurants"
9503,96yqUWW6sz3nVmDLbiuw5g,Capital One Café,625 SW Broadway,Portland,OR,97205,45.5195064,-122.6797496,4.5,20,"Coffee & Tea, Banks & Credit Unions, Food, Financial Services"
4153,8wWhrlIlKISMAA3dJPZmPg,Starbucks,6020 NE Columbia Blvd,Portland,OR,97218,45.5684349,-122.6003851,4.0,12,"Food, Coffee & Tea"
10232,8qT8FUfJnsvNdbk_VPU0cA,The Happy Camper Food And Coffee Bar,651 Sw Bancroft St,Portland,OR,97239,45.4932543,-122.6715805,3.5,12,"Burgers, Coffee & Tea, Breakfast & Brunch, Hot Dogs, Restaurants, Food Trucks, Food"
4193,8qEi1CFucFBy4YrEz0wYDw,Super Deluxe,5009 SE Powell Blvd,Portland,OR,97206,45.4977942232,-122.6110754,3.5,502,"American (Traditional), Food, Fast Food, Restaurants, Breakfast & Brunch, Coffee & Tea, Burgers"
3229,8oLDITIretePMzSqHjfTig,7-Eleven,17404 SE Powell Blvd,Portland,OR,97236,45.4918858979,-122.4843396352,2.5,6,"Coffee & Tea, Convenience Stores, Food"
6796,8e0VrPhoXXRP-EMb-bMVCg,Maplewood Coffee & Tea,5206 SW Custer St,Portland,OR,97219,45.4698887,-122.730817,4.5,197,"American (New), Beer, Wine & Spirits, Nightlife, Restaurants, Breakfast & Brunch, Wine Bars, Food, Bars, Beer Bar, Coffee & Tea"
6890,8chizb0HJWceqOPHTmIGoQ,Brew Dr  Kombucha,4245 SE Milwaukie Ave,Portland,OR,97202,45.4924082,-122.6522527,5.0,6,"Coffee & Tea, Organic Stores, Kombucha, Food, Shopping, Wholesale Stores"
9115,8Y2S5sZh3LNk21lOHJdftw,See See Motor Coffee Co,1642 NE Sandy Blvd,Portland,OR,97232,45.524503,-122.648725,4.5,142,"Sporting Goods, Food, Hot Dogs, Sports Wear, Motorcycle Gear, Shopping, Coffee & Tea, Restaurants, Fashion"
1702,8KvWLxjNN9lVw2lY1xJG7w,Opal,750 SW Alder St,Portland,OR,97205,45.5201134,-122.6800882,3.0,32,"Nightlife, Restaurants, Cocktail Bars, Breakfast & Brunch, Cafes, Bars, American (New)"
10643,8JSuL-XdxBLjETRiAxvenA,A Little Nectar,8320 SE Woodstock Blvd,Portland,OR,97266,45.4792628,-122.5772603,4.0,24,"Waffles, Gluten-Free, Coffee & Tea, Restaurants, Food"
5583,8Iy4qL6_L5R4TrcARCyHLQ,Starbucks,611 SW 11th Ave,Portland,OR,97205,45.5208764,-122.683185,2.5,8,"Food, Tapas Bars, Bakeries, Nightlife, Wine Bars, Restaurants, Coffee & Tea, Bars"
6363,8EjWSW0msc5IHmv50HT1Bg,Scottish Country Shop,3568 SE Powell Blvd,Portland,OR,97202,45.4965748,-122.6267415,4.0,9,"Souvenir Shops, Food, Flowers & Gifts, Specialty Food, Gift Shops, Shopping, Coffee & Tea, Imported Food, Ethnic Food"
7920,8AsgCJ50eCkFR9U3bUVKGA,Emilie Dessert Cafe,"8680 SW Canyon Rd, Ste A",Portland,OR,97225,45.497744,-122.7666263,4.0,60,"Coffee & Tea, Bakeries, Desserts, Food"
9457,89N2VXBNPOntuvRX4QIcIw,Leo's Coffee Shop,837 SW 11th Ave,Portland,OR,97205,45.5191173,-122.6839705,4.5,15,"Coffee & Tea, Restaurants, Food"
3044,83_2zoVR2YmUse288HsK8g,The Stacks Coffeehouse,1831 N Killingsworth St,Portland,OR,97217,45.5629371,-122.6862232,4.5,37,"Breakfast & Brunch, Food, Restaurants, Coffee & Tea"
450,821wfkFiKq3y-AhB2mvB8A,Pacific Pie Company,1520 SE 7th Ave,Portland,OR,97214,45.5118312,-122.6583994,4.0,437,"Farmers Market, Desserts, Cafes, Australian, Specialty Food, Food, Restaurants, Bakeries"
6119,80FUDZhVM8JOwSejmPKtdg,Starbucks,1850 SW Skyline Blvd,Portland,OR,97221,45.509548,-122.734911,3.5,15,"Food, Coffee & Tea"
8110,8-nqiNQmNXWRk9HcoJWM5w,Tea Chai Te,734 NW 23rd Ave,Portland,OR,97210,45.5281815,-122.6983796,4.0,468,"Coffee & Tea, Restaurants, Food, Bubble Tea, Kombucha"
9491,7u8kT_cOtWU11ReekmVqqA,Starbucks,1012 NW 21st Ave,Portland,OR,97209,45.530155,-122.69442,3.5,19,"Coffee & Tea, Food"
